,region,province,zip_code,property_type,property_subtype,price,number_rooms,living_area,kitchen,furnished,fireplace,terrace,terrace_area,garden,garden_area,surface_land,number_facades,swimming_pool,building_state
14414,Wallonie,Liège,4000,HOUSE,APARTMENT_BLOCK,165000.0,6.0,180.0,INSTALLED,0,0,1,12.0,1,88.0,295.0,2.0,0,GOOD
14415,Wallonie,Liège,4101,HOUSE,HOUSE,165000.0,3.0,105.0,INSTALLED,0,0,1,40.0,0,0.0,105.0,2.0,0,JUST_RENOVATED
14416,Wallonie,Liège,4000,HOUSE,HOUSE,165500.0,5.0,117.0,SEMI_EQUIPPED,0,0,1,5.0,0,0.0,65.0,2.0,0,GOOD
14417,Wallonie,Liège,4000,HOUSE,APARTMENT_BLOCK,165500.0,5.0,117.0,SEMI_EQUIPPED,0,0,1,5.0,0,0.0,65.0,2.0,0,GOOD
14418,Wallonie,Hainaut,6200,HOUSE,APARTMENT_BLOCK,166050.0,2.0,90.0,SEMI_EQUIPPED,0,0,0,0.0,0,0.0,77.0,3.0,0,GOOD
14419,Wallonie,Liège,4040,HOUSE,HOUSE,169000.0,2.0,121.0,INSTALLED,0,0,1,30.0,0,0.0,95.0,2.0,0,GOOD
14420,Wallonie,Liège,4102,HOUSE,HOUSE,169000.0,4.0,167.0,NOT_INSTALLED,0,0,0,0.0,0,0.0,105.0,2.0,0,GOOD
14421,Wallonie,Liège,4800,HOUSE,APARTMENT_BLOCK,169000.0,7.760948976982968,248.0,SEMI_EQUIPPED,0,0,1,36.0,0,0.0,135.0,2.0,0,TO_RENOVATE
14422,Wallonie,Namur,5300,HOUSE,HOUSE,169000.0,3.0,112.0,SEMI_EQUIPPED,0,0,1,36.0,1,0.0,0.0,2.0,0,0
14423,Wallonie,Hainaut,6010,HOUSE,HOUSE,169000.0,2.0,110.0,USA_HYPER_EQUIPPED,0,0,1,26.0,1,100.0,240.0,3.0,0,AS_NEW
14424,Wallonie,Hainaut,6240,HOUSE,HOUSE,169000.0,3.0,74.0,NOT_INSTALLED,0,0,1,0.0,0,0.0,0.0,3.0,0,TO_RENOVATE
14425,Wallonie,Luxembourg,6900,HOUSE,HOUSE,169000.0,2.0,100.0,INSTALLED,0,0,1,14.0,0,0.0,120.0,2.0,0,GOOD
14426,Wallonie,Hainaut,7700,HOUSE,HOUSE,169000.0,3.0,116.0,INSTALLED,0,0,1,25.0,1,45.0,158.0,2.0,0,JUST_RENOVATED
14427,Flanders,West Flanders,8400,HOUSE,HOUSE,169000.0,4.0,115.0,INSTALLED,0,0,1,0.0,1,0.0,120.0,1.0,0,GOOD
14428,Wallonie,Liège,4430,HOUSE,HOUSE,174000.0,4.0,120.0,INSTALLED,0,0,1,30.0,1,25.0,97.0,2.0,0,GOOD
14429,Flanders,Flemish Brabant,3440,HOUSE,HOUSE,175000.0,4.0,126.0,NOT_INSTALLED,0,0,1,24.0,1,416.0,531.0,4.0,0,TO_RENOVATE
14430,Flanders,East Flanders,9940,APARTMENT,PENTHOUSE,445000.0,2.0,122.0,HYPER_EQUIPPED,0,0,1,48.0,0,0.0,0.0,2.0,0,AS_NEW
14431,Flanders,East Flanders,9940,APARTMENT,PENTHOUSE,395000.0,1.0,97.0,HYPER_EQUIPPED,0,0,1,74.0,0,0.0,0.0,2.0,0,AS_NEW
14432,Flanders,East Flanders,9940,APARTMENT,APARTMENT,255000.0,1.0,71.0,HYPER_EQUIPPED,0,0,1,10.0,0,0.0,0.0,2.0,0,AS_NEW
14433,Flanders,East Flanders,9940,APARTMENT,APARTMENT,265000.0,1.0,69.0,HYPER_EQUIPPED,0,0,1,8.0,0,0.0,0.0,2.0,0,AS_NEW
14434,Flanders,East Flanders,9940,APARTMENT,GROUND_FLOOR,265000.0,1.0,72.0,HYPER_EQUIPPED,0,0,1,18.0,0,0.0,0.0,2.0,0,AS_NEW
14435,Flanders,East Flanders,9940,APARTMENT,GROUND_FLOOR,320000.0,2.0,95.0,HYPER_EQUIPPED,0,0,1,25.0,0,0.0,0.0,2.0,0,AS_NEW
14436,Flanders,East Flanders,9940,APARTMENT,GROUND_FLOOR,360000.0,2.0,103.0,HYPER_EQUIPPED,0,0,1,21.0,0,0.0,0.0,2.0,0,AS_NEW
14437,Flanders,East Flanders,9940,APARTMENT,GROUND_FLOOR,295000.0,1.0,80.0,HYPER_EQUIPPED,0,0,1,15.0,0,0.0,0.0,2.0,0,AS_NEW
14441,Flanders,East Flanders,9473,HOUSE,HOUSE,279000.0,3.0,152.0,INSTALLED,0,0,0,0.0,0,0.0,960.0,3.0,0,TO_RENOVATE
14442,Flanders,East Flanders,9470,HOUSE,HOUSE,279000.0,3.0,152.0,INSTALLED,0,0,0,0.0,0,0.0,960.0,3.0,0,TO_RENOVATE
14443,Wallonie,Hainaut,6530,HOUSE,COUNTRY_COTTAGE,450000.0,5.0,350.0,USA_HYPER_EQUIPPED,0,0,1,0.0,1,2077.0968679067573,2600.0,4.0,1,TO_BE_DONE_UP
14444,Wallonie,Hainaut,6150,HOUSE,HOUSE,230000.0,5.0,220.0,INSTALLED,0,0,1,0.0,0,0.0,0.0,3.0,0,AS_NEW
14445,Flanders,East Flanders,9051,APARTMENT,APARTMENT,435000.0,3.0,141.0,SEMI_EQUIPPED,0,1,0,0.0,0,0.0,0.0,4.0,0,TO_BE_DONE_UP
14446,Brussels,Brussels,1083,APARTMENT,APARTMENT,219000.0,2.0,96.0,NOT_INSTALLED,0,0,1,0.0,0,0.0,0.0,2.0,0,AS_NEW
14447,Brussels,Brussels,1090,HOUSE,HOUSE,429000.0,4.0,177.0,NOT_INSTALLED,0,0,0,0.0,0,0.0,0.0,2.0,0,GOOD
14448,Wallonie,Walloon Brabant,1440,HOUSE,EXCEPTIONAL_PROPERTY,875000.0,5.0,340.0,SEMI_EQUIPPED,0,0,1,74.04161384425049,1,2000.0,2522.0,4.0,0,GOOD
14449,Wallonie,Walloon Brabant,1330,HOUSE,VILLA,845000.0,4.0,209.0,USA_HYPER_EQUIPPED,0,0,1,74.04161384425049,1,2077.0968679067573,2500.0,4.0,0,GOOD
14450,Flanders,East Flanders,9300,HOUSE,HOUSE,319000.0,3.0,185.0,HYPER_EQUIPPED,0,0,1,0.0,0,0.0,203.0,2.0,0,GOOD
14451,Flanders,Antwerp,2950,HOUSE,HOUSE,349000.0,3.0,144.0,NOT_INSTALLED,0,0,1,0.0,0,0.0,455.0,3.0,0,GOOD
14452,Flanders,Antwerp,2040,HOUSE,HOUSE,199000.0,3.0,166.0,NOT_INSTALLED,0,0,0,0.0,0,0.0,223.0,3.0,0,TO_RENOVATE
14453,Flanders,Antwerp,2180,APARTMENT,GROUND_FLOOR,257000.0,2.0,75.0,USA_INSTALLED,0,0,1,0.0,0,0.0,0.0,2.0,0,0
14454,Wallonie,Hainaut,6110,HOUSE,HOUSE,265000.0,3.0,152.0,INSTALLED,0,0,1,20.0,1,700.0,783.0,3.0,0,GOOD
14455,Brussels,Brussels,1200,APARTMENT,SERVICE_FLAT,100000.0,0.0,45.0,NOT_INSTALLED,0,0,1,12.0,0,0.0,0.0,2.0,0,GOOD
14456,Flanders,Flemish Brabant,1800,APARTMENT,APARTMENT,449000.0,3.0,136.0,SEMI_EQUIPPED,0,0,1,13.0,0,0.0,0.0,2.0,0,TO_BE_DONE_UP
14457,Brussels,Brussels,1040,APARTMENT,APARTMENT,650000.0,3.0,216.0,NOT_INSTALLED,0,0,0,0.0,0,0.0,0.0,3.0,0,AS_NEW
14460,Wallonie,Hainaut,7160,HOUSE,MANSION,185000.0,4.0,277.0,INSTALLED,0,0,0,0.0,0,0.0,904.0,3.0,0,TO_RENOVATE
14490,Brussels,Brussels,1090,APARTMENT,APARTMENT,509000.0,4.0,197.0,HYPER_EQUIPPED,0,0,1,27.0,0,0.0,0.0,2.0,0,GOOD
14491,Wallonie,Namur,5070,APARTMENT,APARTMENT,170000.0,2.0,100.0,INSTALLED,0,0,0,0.0,0,0.0,0.0,3.0,0,GOOD
14492,Flanders,West Flanders,8400,APARTMENT,APARTMENT,225000.0,3.0,135.0,NOT_INSTALLED,0,0,0,0.0,0,0.0,0.0,1.0,0,0
14493,Flanders,West Flanders,8400,HOUSE,HOUSE,799000.0,5.0,480.0,NOT_INSTALLED,0,0,1,0.0,0,0.0,718.0,4.0,0,TO_BE_DONE_UP
14494,Flanders,Antwerp,2300,HOUSE,HOUSE,275000.0,3.0,132.0,HYPER_EQUIPPED,0,0,0,0.0,0,0.0,90.0,2.0,0,AS_NEW
14495,Flanders,Antwerp,2300,HOUSE,HOUSE,209000.0,4.0,135.0,NOT_INSTALLED,0,0,1,0.0,0,0.0,113.0,2.0,0,TO_BE_DONE_UP
14496,Wallonie,Walloon Brabant,1440,HOUSE,VILLA,429000.0,5.0,180.0,NOT_INSTALLED,0,0,1,0.0,0,0.0,0.0,4.0,0,GOOD
14499,Flanders,East Flanders,9550,HOUSE,CHALET,999000.0,5.0,430.0,INSTALLED,1,0,1,74.04161384425049,1,1200.0,1600.0,3.0,0,GOOD
14500,Flanders,East Flanders,9550,HOUSE,COUNTRY_COTTAGE,999000.0,5.0,430.0,INSTALLED,1,0,1,74.04161384425049,1,1200.0,1600.0,3.0,0,GOOD
14501,Flanders,East Flanders,9550,HOUSE,EXCEPTIONAL_PROPERTY,999000.0,5.0,430.0,INSTALLED,1,0,1,74.04161384425049,1,1200.0,1600.0,3.0,0,GOOD
14505,Wallonie,Hainaut,7370,HOUSE,MIXED_USE_BUILDING,295000.0,4.0,318.0,NOT_INSTALLED,0,0,1,20.0,1,43.0,218.0,3.0,0,GOOD
14506,Flanders,West Flanders,8300,HOUSE,VILLA,2195000.0,4.0,300.0,HYPER_EQUIPPED,1,0,1,50.0,1,630.0,879.0,4.0,1,AS_NEW
14511,Wallonie,Hainaut,6183,APARTMENT,APARTMENT,155000.0,2.0,60.0,INSTALLED,0,0,1,33.0,0,0.0,0.0,2.0,0,GOOD
14512,Wallonie,Hainaut,6183,APARTMENT,APARTMENT,155000.0,2.0,83.0,NOT_INSTALLED,0,0,0,0.0,0,0.0,0.0,2.0,0,GOOD
14513,Wallonie,Hainaut,6000,HOUSE,APARTMENT_BLOCK,329999.0,6.0,300.0,INSTALLED,0,0,0,0.0,1,123.0,123.0,2.0,0,TO_BE_DONE_UP
14514,Wallonie,Liège,4610,HOUSE,HOUSE,22500.0,4.0,120.0,NOT_INSTALLED,0,0,1,15.0,1,40.0,280.0,3.0,0,GOOD
14515,Wallonie,Liège,4000,APARTMENT,PENTHOUSE,179000.0,1.0,41.0,NOT_INSTALLED,0,0,1,18.0,0,0.0,0.0,1.0,0,GOOD
14516,Wallonie,Hainaut,6060,HOUSE,VILLA,445000.0,4.0,320.0,HYPER_EQUIPPED,0,0,1,0.0,0,0.0,1800.0,4.0,1,AS_NEW
14517,Brussels,Brussels,1060,APARTMENT,TRIPLEX,425000.0,4.0,175.0,HYPER_EQUIPPED,0,0,0,0.0,0,0.0,0.0,2.0,0,AS_NEW
14518,Wallonie,Hainaut,7061,HOUSE,VILLA,345000.0,3.0,177.0,USA_INSTALLED,1,0,1,35.0,1,1000.0,1100.0,4.0,0,TO_RENOVATE
14519,Wallonie,Hainaut,6000,HOUSE,MIXED_USE_BUILDING,160000.0,1.0,69.0,INSTALLED,0,0,1,0.0,0,0.0,0.0,4.0,0,GOOD
14520,Wallonie,Namur,5377,HOUSE,HOUSE,280000.0,3.0,206.0,INSTALLED,0,0,1,0.0,0,0.0,130.0,3.0,0,JUST_RENOVATED
14521,Wallonie,Hainaut,6567,HOUSE,HOUSE,280000.0,3.0,273.0,SEMI_EQUIPPED,0,1,1,0.0,0,0.0,1250.0,4.0,0,GOOD
14522,Wallonie,Hainaut,7830,HOUSE,HOUSE,280000.0,2.0,117.0,INSTALLED,0,0,0,0.0,0,0.0,1015.0,3.0,0,0
14523,Wallonie,Liège,4219,HOUSE,HOUSE,285000.0,4.0,165.0,INSTALLED,0,0,1,55.0,1,222.0,487.0,4.0,0,GOOD
14524,Wallonie,Liège,4500,HOUSE,APARTMENT_BLOCK,285000.0,3.0,239.0,NOT_INSTALLED,0,0,0,0.0,0,0.0,119.0,2.0,0,GOOD
14525,Wallonie,Hainaut,6001,HOUSE,APARTMENT_BLOCK,285000.0,6.0,209.51537287396425,SEMI_EQUIPPED,0,0,0,0.0,0,0.0,290.0,2.0,0,GOOD
14526,Flanders,West Flanders,8480,HOUSE,HOUSE,285000.0,4.0,211.0,NOT_INSTALLED,0,0,0,0.0,0,0.0,0.0,3.0,0,TO_RENOVATE
14527,Flanders,West Flanders,8904,HOUSE,HOUSE,285000.0,4.0,272.0,SEMI_EQUIPPED,0,0,0,0.0,1,253.0,290.0,1.0,0,TO_BE_DONE_UP
14528,Flanders,East Flanders,9500,HOUSE,HOUSE,285000.0,5.0,300.0,USA_INSTALLED,0,0,1,30.0,0,0.0,320.0,2.0,0,GOOD
14529,Wallonie,Hainaut,6238,HOUSE,HOUSE,289000.0,3.0,209.51537287396425,INSTALLED,0,0,1,70.0,0,0.0,434.0,3.0,0,GOOD
14530,Wallonie,Walloon Brabant,1357,HOUSE,HOUSE,295000.0,4.0,168.0,INSTALLED,0,0,1,61.0,1,665.0,747.0,3.0,0,JUST_RENOVATED
14531,Flanders,Limburg,3890,HOUSE,HOUSE,295000.0,1.0,220.0,INSTALLED,0,0,1,25.0,1,550.0,758.0,4.0,0,TO_BE_DONE_UP
14532,Wallonie,Liège,4550,HOUSE,HOUSE,295000.0,3.0,160.0,INSTALLED,0,0,1,0.0,0,0.0,640.0,1.0,0,0
14533,Wallonie,Liège,4652,HOUSE,HOUSE,295000.0,3.0,135.0,NOT_INSTALLED,0,0,1,12.0,1,518.0,909.0,4.0,0,0
14534,Wallonie,Namur,5170,HOUSE,HOUSE,295000.0,3.0,127.0,INSTALLED,0,0,1,35.0,0,0.0,812.0,4.0,0,TO_BE_DONE_UP
14535,Flanders,East Flanders,9320,HOUSE,HOUSE,295000.0,3.0,185.0,HYPER_EQUIPPED,0,0,1,25.0,1,200.0,350.0,3.0,0,GOOD
14536,Wallonie,Walloon Brabant,1350,HOUSE,HOUSE,299000.0,7.0,318.0,SEMI_EQUIPPED,0,0,1,27.0,1,596.0,796.0,4.0,0,GOOD
14537,Wallonie,Liège,4540,HOUSE,HOUSE,299000.0,4.0,265.0,HYPER_EQUIPPED,0,0,1,74.04161384425049,1,550.0,900.0,3.0,0,GOOD
14538,Wallonie,Liège,4800,HOUSE,HOUSE,299000.0,4.0,525.0,INSTALLED,0,0,0,0.0,0,0.0,161.0,1.0,0,GOOD
14539,Wallonie,Namur,5580,HOUSE,HOUSE,299000.0,4.0,177.0,NOT_INSTALLED,0,0,1,0.0,1,457.0,545.0,4.0,0,GOOD
14540,Wallonie,Luxembourg,6700,HOUSE,APARTMENT_BLOCK,299000.0,3.0,209.51537287396425,INSTALLED,0,0,0,0.0,0,0.0,0.0,1.0,0,TO_BE_DONE_UP
14541,Wallonie,Luxembourg,6700,HOUSE,MIXED_USE_BUILDING,299000.0,3.0,209.51537287396425,INSTALLED,0,0,0,0.0,0,0.0,0.0,1.0,0,TO_BE_DONE_UP
14542,Flanders,East Flanders,9040,HOUSE,HOUSE,299000.0,4.0,146.0,INSTALLED,0,0,1,12.0,1,0.0,107.0,1.0,0,AS_NEW
14544,Flanders,East Flanders,9500,HOUSE,HOUSE,299000.0,4.0,225.0,NOT_INSTALLED,0,0,1,30.0,1,300.0,504.0,3.0,0,GOOD
14545,Wallonie,Hainaut,7134,HOUSE,HOUSE,300000.0,4.0,165.0,INSTALLED,0,0,1,0.0,0,0.0,840.0,4.0,0,GOOD
14546,Wallonie,Liège,4460,HOUSE,HOUSE,309900.0,3.0,125.0,USA_HYPER_EQUIPPED,0,0,1,20.0,1,242.0,403.0,3.0,0,GOOD
14547,Wallonie,Luxembourg,6747,HOUSE,HOUSE,310000.0,5.0,209.51537287396425,INSTALLED,0,0,1,25.0,1,300.0,563.0,4.0,0,GOOD
14548,Flanders,Antwerp,2550,HOUSE,HOUSE,314990.0,3.0,123.0,INSTALLED,0,0,0,0.0,1,365.0,510.0,2.0,0,TO_RENOVATE
14549,Flanders,Flemish Brabant,1570,HOUSE,HOUSE,315000.0,3.0,200.0,SEMI_EQUIPPED,0,1,1,0.0,1,0.0,839.0,4.0,0,TO_BE_DONE_UP
14550,Flanders,Limburg,3800,HOUSE,VILLA,525000.0,3.0,231.0,INSTALLED,0,0,0,0.0,1,0.0,2590.0,1.0,0,0
14551,Flanders,East Flanders,9300,HOUSE,HOUSE,269000.0,3.0,140.0,INSTALLED,0,0,0,0.0,1,0.0,70.0,1.0,0,AS_NEW
14552,Flanders,East Flanders,9320,HOUSE,HOUSE,252500.0,4.0,166.0,INSTALLED,0,0,0,0.0,0,0.0,150.0,1.0,0,AS_NEW
14553,Flanders,Antwerp,2850,HOUSE,HOUSE,229000.0,3.0,99.0,NOT_INSTALLED,0,0,1,11.0,0,0.0,63.0,1.0,0,0
14554,Flanders,Limburg,3640,HOUSE,HOUSE,299000.0,2.0,120.0,NOT_INSTALLED,0,0,0,0.0,1,0.0,299.0,1.0,0,0
14555,Flanders,Flemish Brabant,3270,HOUSE,VILLA,595000.0,3.0,203.0,NOT_INSTALLED,0,0,1,20.0,1,1300.0,1630.0,1.0,0,0
14556,Flanders,West Flanders,8940,HOUSE,HOUSE,195000.0,2.0,96.0,NOT_INSTALLED,0,0,1,0.0,0,0.0,1002.0,1.0,0,0
14557,Flanders,West Flanders,8670,APARTMENT,SERVICE_FLAT,515000.0,2.0,81.0,INSTALLED,0,0,1,0.0,1,0.0,0.0,1.0,0,0
14558,Wallonie,Namur,5590,HOUSE,HOUSE,130000.0,2.0,100.0,NOT_INSTALLED,0,0,0,0.0,0,0.0,60.0,1.0,0,TO_BE_DONE_UP
14559,Flanders,East Flanders,9185,HOUSE,HOUSE,459000.0,3.0,180.0,NOT_INSTALLED,0,0,1,0.0,1,0.0,346.0,1.0,0,0
14560,Flanders,West Flanders,8700,HOUSE,HOUSE,180000.0,4.0,120.0,NOT_INSTALLED,0,0,0,0.0,0,0.0,165.0,1.0,0,TO_BE_DONE_UP
14561,Flanders,Limburg,3560,HOUSE,HOUSE,345000.0,3.0,164.0,INSTALLED,0,0,0,0.0,1,0.0,0.0,1.0,0,0
14562,Flanders,West Flanders,8700,HOUSE,HOUSE,259000.0,3.0,121.0,INSTALLED,0,0,1,0.0,1,0.0,90.0,1.0,0,AS_NEW
14563,Flanders,East Flanders,9630,HOUSE,HOUSE,594909.0,3.0,294.0,NOT_INSTALLED,0,0,1,0.0,1,0.0,1144.0,1.0,0,0
14564,Flanders,East Flanders,9690,HOUSE,HOUSE,425000.0,5.0,194.0,NOT_INSTALLED,0,0,0,0.0,1,480.0,480.0,1.0,0,JUST_RENOVATED
14565,Flanders,Limburg,3700,HOUSE,MANSION,429000.0,3.0,185.0,NOT_INSTALLED,0,0,0,0.0,0,0.0,0.0,1.0,0,AS_NEW
14566,Flanders,Limburg,3800,HOUSE,HOUSE,239000.0,3.0,130.0,NOT_INSTALLED,0,0,0,0.0,0,0.0,0.0,1.0,0,0
14567,Flanders,Limburg,3680,HOUSE,HOUSE,229000.0,3.0,102.0,NOT_INSTALLED,0,0,0,0.0,1,0.0,152.0,1.0,0,AS_NEW
14569,Flanders,Antwerp,2800,HOUSE,HOUSE,375000.0,5.0,185.0,INSTALLED,0,0,0,0.0,0,0.0,65.0,1.0,0,0
14570,Flanders,Antwerp,2100,APARTMENT,APARTMENT,169000.0,1.0,209.51537287396425,NOT_INSTALLED,1,0,0,0.0,0,0.0,0.0,1.0,0,AS_NEW
14571,Flanders,West Flanders,8800,HOUSE,HOUSE,470000.0,2.0,132.0,NOT_INSTALLED,0,1,0,0.0,0,0.0,4044.0,1.0,0,0
14572,Flanders,West Flanders,8800,APARTMENT,APARTMENT,235000.0,2.0,94.0,NOT_INSTALLED,1,0,1,0.0,0,0.0,0.0,1.0,0,0
14573,Flanders,East Flanders,9300,APARTMENT,APARTMENT,279000.0,1.0,73.0,NOT_INSTALLED,0,0,1,0.0,0,0.0,0.0,1.0,0,0
14574,Flanders,East Flanders,9310,HOUSE,HOUSE,399000.0,4.0,181.0,NOT_INSTALLED,0,0,0,0.0,0,0.0,911.0,1.0,0,TO_BE_DONE_UP
14575,Flanders,West Flanders,8791,HOUSE,HOUSE,260000.0,3.0,159.0,INSTALLED,0,0,1,0.0,1,0.0,197.0,1.0,0,0
14576,Wallonie,Liège,4280,APARTMENT,APARTMENT,350000.0,7.760948976982968,573.0,USA_INSTALLED,0,0,1,16.0,0,0.0,0.0,2.0,0,0
14577,Flanders,West Flanders,8480,HOUSE,HOUSE,309000.0,4.0,209.51537287396425,NOT_INSTALLED,0,0,0,0.0,0,0.0,1356.0,2.0,0,GOOD
14578,Flanders,West Flanders,8300,APARTMENT,APARTMENT,460000.0,2.0,80.0,NOT_INSTALLED,0,0,0,0.0,0,0.0,0.0,2.0,0,AS_NEW
14579,Flanders,West Flanders,8450,APARTMENT,APARTMENT,274500.0,2.0,95.0,INSTALLED,0,0,1,0.0,0,0.0,0.0,1.0,0,AS_NEW
14580,Wallonie,Luxembourg,6830,HOUSE,HOUSE,115000.0,2.0,76.0,NOT_INSTALLED,0,0,0,0.0,0,0.0,37.0,2.0,0,0
14581,Wallonie,Liège,4101,HOUSE,HOUSE,116500.0,3.0,175.0,SEMI_EQUIPPED,0,0,0,0.0,1,1025.0,1145.0,2.0,0,TO_RENOVATE
14582,Wallonie,Liège,4102,HOUSE,HOUSE,119500.0,3.0,105.0,INSTALLED,0,0,1,32.0,1,15.0,65.0,4.0,0,TO_BE_DONE_UP
14583,Wallonie,Namur,5550,HOUSE,HOUSE,125000.0,3.0,148.0,SEMI_EQUIPPED,0,0,1,0.0,0,0.0,542.0,3.0,0,0
14584,Wallonie,Luxembourg,6852,HOUSE,HOUSE,125000.0,2.0,62.0,SEMI_EQUIPPED,0,0,1,0.0,0,0.0,867.0,3.0,0,0
14585,Wallonie,Liège,4020,HOUSE,HOUSE,129000.0,3.0,138.0,INSTALLED,0,0,1,45.0,0,0.0,100.0,2.0,0,TO_RENOVATE
14586,Wallonie,Liège,4020,HOUSE,APARTMENT_BLOCK,129000.0,3.0,138.0,INSTALLED,0,0,1,45.0,0,0.0,100.0,2.0,0,TO_RENOVATE
14587,Wallonie,Liège,4102,HOUSE,HOUSE,130000.0,3.0,131.0,INSTALLED,0,0,1,14.0,1,20.0,100.0,2.0,0,GOOD
14588,Wallonie,Hainaut,7170,HOUSE,APARTMENT_BLOCK,130000.0,2.0,220.0,SEMI_EQUIPPED,1,0,1,20.0,1,155.0,155.0,2.0,0,TO_RENOVATE
14589,Wallonie,Liège,4100,HOUSE,HOUSE,135000.0,2.0,85.0,INSTALLED,0,0,0,0.0,1,270.0,440.0,3.0,0,TO_BE_DONE_UP
14590,Wallonie,Liège,4400,HOUSE,HOUSE,135000.0,3.0,90.0,SEMI_EQUIPPED,0,0,1,24.0,0,0.0,112.0,2.0,0,GOOD
14591,Wallonie,Hainaut,6001,HOUSE,HOUSE,135000.0,2.0,100.0,INSTALLED,0,0,0,0.0,0,0.0,0.0,2.0,0,TO_RENOVATE
14592,Wallonie,Hainaut,6040,HOUSE,HOUSE,135000.0,2.0,115.0,SEMI_EQUIPPED,0,0,1,14.0,0,0.0,0.0,3.0,0,GOOD
14593,Wallonie,Liège,4100,HOUSE,HOUSE,139000.0,2.0,145.0,INSTALLED,0,0,0,0.0,0,0.0,65.0,2.0,0,GOOD
14594,Wallonie,Liège,4000,HOUSE,MIXED_USE_BUILDING,139500.0,1.0,95.0,INSTALLED,0,0,0,0.0,0,0.0,45.0,2.0,0,GOOD
14595,Wallonie,Liège,4040,HOUSE,HOUSE,139500.0,3.0,85.0,SEMI_EQUIPPED,0,0,0,0.0,0,0.0,37.0,2.0,0,GOOD
14596,Wallonie,Liège,4100,HOUSE,TOWN_HOUSE,139500.0,2.0,102.0,INSTALLED,0,0,1,14.0,0,0.0,135.0,2.0,0,TO_BE_DONE_UP
14597,Wallonie,Liège,4100,HOUSE,HOUSE,139500.0,3.0,125.0,INSTALLED,0,0,1,60.0,1,365.0,513.0,2.0,0,GOOD
14598,Wallonie,Hainaut,6181,HOUSE,HOUSE,139900.0,4.0,192.0,INSTALLED,0,0,1,30.0,1,1000.0,1120.0,2.0,0,TO_RENOVATE
14599,Wallonie,Liège,4602,HOUSE,HOUSE,140000.0,3.0,140.0,NOT_INSTALLED,0,0,1,44.0,1,15.0,170.0,3.0,0,GOOD
14600,Flanders,West Flanders,8430,HOUSE,HOUSE,140000.0,1.0,67.0,HYPER_EQUIPPED,0,0,0,0.0,0,0.0,0.0,2.0,0,GOOD
14601,Wallonie,Liège,4000,HOUSE,HOUSE,145000.0,4.0,92.0,INSTALLED,0,0,1,20.0,0,0.0,63.0,2.0,0,TO_BE_DONE_UP
14602,Wallonie,Liège,4100,HOUSE,MIXED_USE_BUILDING,149000.0,2.0,90.0,INSTALLED,0,0,0,0.0,0,0.0,60.0,2.0,0,TO_BE_DONE_UP
14603,Wallonie,Liège,4101,HOUSE,HOUSE,149000.0,4.0,105.0,INSTALLED,0,0,1,30.0,0,0.0,115.0,3.0,0,GOOD
14604,Wallonie,Liège,4101,HOUSE,HOUSE,149000.0,3.0,115.0,USA_SEMI_EQUIPPED,0,0,0,0.0,0,0.0,200.0,2.0,0,GOOD
14605,Wallonie,Liège,4102,HOUSE,HOUSE,149000.0,2.0,113.0,INSTALLED,0,0,1,21.0,1,95.0,147.0,3.0,0,GOOD
14606,Wallonie,Liège,4430,HOUSE,HOUSE,149000.0,4.0,185.0,NOT_INSTALLED,0,0,1,5.0,1,200.0,0.0,3.0,0,TO_BE_DONE_UP
14607,Wallonie,Namur,5002,HOUSE,HOUSE,149000.0,2.0,72.0,SEMI_EQUIPPED,0,0,1,16.0,1,130.0,172.0,2.0,0,TO_BE_DONE_UP
14608,Flanders,East Flanders,9600,HOUSE,HOUSE,149000.0,5.0,180.0,SEMI_EQUIPPED,0,0,0,0.0,0,0.0,60.0,2.0,0,0
14609,Wallonie,Liège,4400,HOUSE,HOUSE,149900.0,2.0,70.0,INSTALLED,0,0,0,0.0,1,93.0,150.0,3.0,0,GOOD
14610,Wallonie,Hainaut,6044,HOUSE,MIXED_USE_BUILDING,139900.0,4.0,105.0,INSTALLED,0,0,0,0.0,1,200.0,550.0,2.0,0,GOOD
14611,Wallonie,Hainaut,6041,HOUSE,HOUSE,199000.0,2.0,100.0,SEMI_EQUIPPED,0,0,1,9.0,1,75.0,180.0,2.0,0,GOOD
14612,Wallonie,Hainaut,6041,HOUSE,HOUSE,179000.0,3.0,144.0,NOT_INSTALLED,0,0,1,6.0,1,63.0,150.0,2.0,0,TO_BE_DONE_UP
14613,Wallonie,Hainaut,6220,HOUSE,HOUSE,189900.0,3.0,122.0,HYPER_EQUIPPED,0,0,1,11.0,1,33.0,147.0,2.0,0,GOOD
14614,Wallonie,Hainaut,7730,HOUSE,HOUSE,175000.0,3.0,100.0,INSTALLED,0,0,1,0.0,1,180.0,245.0,2.0,0,GOOD
14615,Wallonie,Namur,5564,HOUSE,HOUSE,235000.0,4.0,210.0,SEMI_EQUIPPED,0,0,1,0.0,1,975.0,1290.0,4.0,0,GOOD
14616,Flanders,East Flanders,9000,APARTMENT,GROUND_FLOOR,495000.0,1.0,81.0,HYPER_EQUIPPED,0,0,1,14.0,1,5.0,0.0,4.0,0,AS_NEW
14617,Flanders,East Flanders,9051,APARTMENT,APARTMENT,325000.0,2.0,91.0,INSTALLED,0,0,1,15.0,0,0.0,0.0,2.0,0,TO_BE_DONE_UP
